dataset,track_id,n_beats,mean_ibi,std_ibi,cv
Ballroom,Albums-StrictlyDancing_Tango-06,59,0.5083,0.0144,0.0284
Ballroom,Albums-StrictlyDancing_Tango-07,61,0.4925,0.013,0.0264
Ballroom,Albums-StrictlyDancing_Tango-08,61,0.4837,0.0099,0.0204
Ballroom,Albums-StrictlyDancing_Tango-09,61,0.477,0.0143,0.0301
Ballroom,Albums-StrictlyDancing_Tango-10,57,0.4982,0.019,0.0382
Ballroom,Albums-StrictlyDancing_Tango-11,59,0.4971,0.0204,0.041
Ballroom,Albums-StrictlyDancing_Tango-12,61,0.4935,0.0188,0.0382
Ballroom,Albums-StrictlyDancing_Tango-13,61,0.4922,0.0145,0.0295
Ballroom,Albums-StrictlyDancing_Tango-14,64,0.4675,0.0078,0.0168
Ballroom,Albums-StrictlyDancing_Tango-15,65,0.4581,0.0174,0.038
Ballroom,Media-100601,43,0.6909,0.0101,0.0146
Ballroom,Media-100602,41,0.6871,0.0201,0.0292
Ballroom,Media-100603,43,0.69,0.013,0.0188
Ballroom,Media-100604,43,0.6921,0.0145,0.021
Ballroom,Media-100605,64,0.4692,0.0137,0.0292
Ballroom,Media-100606,64,0.4687,0.0069,0.0148
Ballroom,Media-100607,64,0.4687,0.0191,0.0407
Ballroom,Media-100608,90,0.3333,0.0126,0.0378
Ballroom,Media-100609,87,0.3448,0.0152,0.0439
Ballroom,Media-100610,89,0.3389,0.0055,0.0163
Ballroom,Media-100614,105,0.2828,0.0056,0.0198
Ballroom,Media-100615,102,0.2941,0.0061,0.0206
Ballroom,Media-100616,103,0.2885,0.0047,0.0163
Ballroom,Media-103301,42,0.7193,0.0256,0.0356
Ballroom,Media-103302,42,0.7173,0.0186,0.0259
Ballroom,Media-103303,41,0.7017,0.0269,0.0383
Ballroom,Media-103304,66,0.4548,0.0114,0.025
Ballroom,Media-103305,64,0.4677,0.0101,0.0216
Ballroom,Media-103306,64,0.4624,0.0113,0.0244
Ballroom,Media-103307,89,0.3356,0.0102,0.0304
Ballroom,Media-103308,88,0.3424,0.0109,0.0318
Ballroom,Media-103312,100,0.3,0.0066,0.022
Ballroom,Media-103313,103,0.2932,0.006,0.0205
Ballroom,Media-103314,101,0.2965,0.0117,0.0394
Ballroom,Media-103315,90,0.3335,0.0106,0.0318
Ballroom,Media-103401,61,0.484,0.0069,0.0142
Ballroom,Media-103403,61,0.4837,0.0089,0.0185
Ballroom,Media-103404,62,0.4839,0.0052,0.0108
Ballroom,Media-103405,61,0.484,0.01,0.0207
Ballroom,Media-103406,61,0.4838,0.0055,0.0114
Ballroom,Media-103407,62,0.4839,0.0058,0.012
Ballroom,Media-103408,60,0.4841,0.0059,0.0121
Ballroom,Media-103409,61,0.4837,0.0103,0.0213
Ballroom,Media-103410,62,0.4838,0.0075,0.0155
Ballroom,Media-103411,60,0.4836,0.0068,0.0141
Ballroom,Media-103412,62,0.4841,0.0071,0.0147
Ballroom,Media-103413,58,0.484,0.0067,0.0139
Ballroom,Media-103414,63,0.4821,0.0121,0.025
Ballroom,Media-103415,59,0.5002,0.0112,0.0224
Ballroom,Media-103416,58,0.5174,0.0102,0.0197
Ballroom,Media-103417,55,0.5357,0.0121,0.0226
Ballroom,Media-103501,40,0.5997,0.0139,0.0231
Ballroom,Media-103502,51,0.5979,0.0146,0.0243
Ballroom,Media-103503,50,0.6017,0.0066,0.011
Ballroom,Media-103504,51,0.5903,0.0109,0.0185
Ballroom,Media-103505,50,0.6016,0.0191,0.0317
Ballroom,Media-103506,46,0.6571,0.0136,0.0207
Ballroom,Media-103507,61,0.4905,0.0128,0.0262
Ballroom,Media-103508,62,0.4826,0.0164,0.034
Ballroom,Media-103509,62,0.4846,0.0088,0.0181
Ballroom,Media-103510,55,0.484,0.004,0.0082
Ballroom,Media-103511,50,0.5989,0.0083,0.0139
Ballroom,Media-103512,49,0.5998,0.008,0.0133
Ballroom,Media-103513,50,0.5996,0.0141,0.0236
Ballroom,Media-103514,50,0.5765,0.004,0.0069
Ballroom,Media-103515,79,0.376,0.0103,0.0274
Ballroom,Media-103516,84,0.3586,0.007,0.0195
Ballroom,Media-103517,85,0.3423,0.0056,0.0164
Ballroom,Media-103601,59,0.5145,0.0067,0.0131
Ballroom,Media-103602,62,0.4839,0.0081,0.0167
Ballroom,Media-103603,62,0.489,0.006,0.0123
Ballroom,Media-103604,63,0.481,0.0089,0.0186
Ballroom,Media-103605,50,0.6002,0.0055,0.0092
Ballroom,Media-103606,39,0.5873,0.0092,0.0157
Ballroom,Media-103607,51,0.5766,0.0121,0.021
Ballroom,Media-103608,49,0.6055,0.0121,0.0199
Ballroom,Media-103609,50,0.6006,0.0225,0.0375
Ballroom,Media-103610,56,0.5711,0.0038,0.0067
Ballroom,Media-103611,83,0.3574,0.0113,0.0318
Ballroom,Media-103612,88,0.3421,0.0053,0.0154
Ballroom,Media-103613,72,0.3445,0.003,0.0088
Ballroom,Media-103614,82,0.3485,0.008,0.023
Ballroom,Media-103615,40,0.7928,0.0107,0.0135
Ballroom,Media-103616,42,0.7493,0.0103,0.0137
Ballroom,Media-103617,55,0.5504,0.0094,0.0171
Ballroom,Media-103618,43,0.6793,0.0068,0.0101
Ballroom,Media-103619,67,0.4471,0.0186,0.0415
Ballroom,Media-103701,59,0.484,0.0056,0.0115
Ballroom,Media-103702,58,0.4849,0.007,0.0145
Ballroom,Media-103703,60,0.5005,0.0173,0.0346
Ballroom,Media-103704,60,0.5022,0.0078,0.0156
Ballroom,Media-103705,50,0.5876,0.0236,0.0401
Ballroom,Media-103706,52,0.577,0.003,0.0051
Ballroom,Media-103707,49,0.5869,0.0124,0.0211
Ballroom,Media-103708,51,0.5886,0.0134,0.0228
Ballroom,Media-103709,47,0.6467,0.0256,0.0396
Ballroom,Media-103710,47,0.6246,0.0139,0.0223
Ballroom,Media-103711,49,0.599,0.0209,0.035
Ballroom,Media-103712,50,0.6059,0.0098,0.0161
Ballroom,Media-103713,88,0.3405,0.0061,0.0178
Ballroom,Media-103714,84,0.3409,0.0034,0.0101
Ballroom,Media-103715,35,0.8735,0.0162,0.0185
Ballroom,Media-103716,58,0.5216,0.0089,0.0171
Ballroom,Media-103717,38,0.7948,0.0211,0.0265
Ballroom,Media-103718,63,0.4811,0.0156,0.0324
Ballroom,Media-103719,66,0.4402,0.0121,0.0275
Ballroom,Media-103801,60,0.4846,0.0185,0.0381
Ballroom,Media-103802,62,0.4845,0.0057,0.0117
Ballroom,Media-103803,63,0.4832,0.0093,0.0192
Ballroom,Media-103804,59,0.516,0.0124,0.0241
Ballroom,Media-103805,51,0.5874,0.0091,0.0155
Ballroom,Media-103806,51,0.5884,0.0059,0.01
Ballroom,Media-103807,52,0.5862,0.0093,0.0159
Ballroom,Media-103808,49,0.589,0.0103,0.0174
Ballroom,Media-103809,50,0.6009,0.0147,0.0245
Ballroom,Media-103810,50,0.599,0.0216,0.0361
Ballroom,Media-103811,50,0.6004,0.0202,0.0336
Ballroom,Media-103812,48,0.6002,0.0033,0.0054
Ballroom,Media-103813,85,0.3488,0.012,0.0344
Ballroom,Media-103814,86,0.3489,0.0046,0.0132
Ballroom,Media-103815,39,0.6242,0.0113,0.018
Ballroom,Media-103816,50,0.5555,0.0083,0.015
Ballroom,Media-103817,39,0.7855,0.0227,0.0289
Ballroom,Media-103818,43,0.6543,0.01,0.0153
Ballroom,Media-103819,66,0.4551,0.0146,0.032
Ballroom,Media-103901,22,0.589,0.0081,0.0138
Ballroom,Media-103902,50,0.6022,0.0117,0.0193
Ballroom,Media-103903,51,0.5892,0.0094,0.016
Ballroom,Media-103904,50,0.6008,0.0154,0.0256
Ballroom,Media-103905,51,0.5962,0.1062,0.1782
Ballroom,Media-103906,62,0.4836,0.0143,0.0295
Ballroom,Media-103907,56,0.4842,0.0043,0.0089
Ballroom,Media-103908,61,0.4802,0.0088,0.0184
Ballroom,Media-103909,61,0.4852,0.0109,0.0224
Ballroom,Media-103910,50,0.5995,0.0158,0.0264
Ballroom,Media-103911,13,0.7067,0.0085,0.012
Ballroom,Media-103912,43,0.6717,0.0199,0.0296
Ballroom,Media-103913,50,0.6032,0.0256,0.0425
Ballroom,Media-103914,50,0.6038,0.0128,0.0213
Ballroom,Media-103917,63,0.4818,0.0054,0.0113
Ballroom,Media-103918,72,0.421,0.0065,0.0155
Ballroom,Media-103919,72,0.3759,0.008,0.0212
Ballroom,Media-103920,83,0.3602,0.0113,0.0313
Ballroom,Media-104001,44,0.5878,0.0051,0.0086
Ballroom,Media-104002,51,0.5876,0.0126,0.0214
Ballroom,Media-104003,50,0.5998,0.0129,0.0214
Ballroom,Media-104004,48,0.6117,0.0131,0.0214
Ballroom,Media-104005,49,0.6225,0.0091,0.0146
Ballroom,Media-104006,51,0.5968,0.0237,0.0397
Ballroom,Media-104007,50,0.5992,0.0097,0.0161
Ballroom,Media-104008,31,0.6033,0.0108,0.0178
Ballroom,Media-104009,48,0.5126,0.0166,0.0323
Ballroom,Media-104010,63,0.4768,0.0101,0.0212
Ballroom,Media-104011,48,0.4711,0.0129,0.0274
Ballroom,Media-104012,51,0.484,0.0089,0.0184
Ballroom,Media-104015,78,0.3658,0.0061,0.0166
Ballroom,Media-104016,83,0.3505,0.0035,0.01
Ballroom,Media-104017,86,0.35,0.0088,0.0252
Ballroom,Media-104101,49,0.5952,0.0079,0.0133
Ballroom,Media-104102,51,0.591,0.0124,0.0209
Ballroom,Media-104103,49,0.5881,0.0141,0.024
Ballroom,Media-104104,50,0.6053,0.0093,0.0153
Ballroom,Media-104105,51,0.5907,0.0109,0.0185
Ballroom,Media-104106,62,0.4852,0.0064,0.0132
Ballroom,Media-104107,61,0.4855,0.0053,0.0109
Ballroom,Media-104108,63,0.4821,0.0068,0.014
Ballroom,Media-104109,62,0.4831,0.0092,0.0189
Ballroom,Media-104110,55,0.4837,0.0108,0.0223
Ballroom,Media-104111,62,0.4844,0.0098,0.0203
Ballroom,Media-104112,49,0.6229,0.0072,0.0115
Ballroom,Media-104113,43,0.601,0.0235,0.0391
Ballroom,Media-104114,50,0.6002,0.0077,0.0129
Ballroom,Media-104115,47,0.6342,0.0252,0.0397
Ballroom,Media-104116,68,0.4403,0.006,0.0136
Ballroom,Media-104117,86,0.3489,0.0091,0.026
Ballroom,Media-104118,86,0.3489,0.0112,0.032
Ballroom,Media-104119,85,0.3494,0.0086,0.0245
Ballroom,Media-104201,44,0.6907,0.0233,0.0337
Ballroom,Media-104202,43,0.6847,0.0127,0.0185
Ballroom,Media-104203,44,0.6895,0.024,0.0348
Ballroom,Media-104204,43,0.6886,0.0202,0.0293
Ballroom,Media-104205,39,0.6892,0.0103,0.0149
Ballroom,Media-104206,64,0.4687,0.0145,0.031
Ballroom,Media-104207,64,0.4683,0.0171,0.0366
Ballroom,Media-104208,65,0.468,0.0071,0.0152
Ballroom,Media-104209,90,0.3337,0.0054,0.0162
Ballroom,Media-104210,90,0.3333,0.0076,0.0228
Ballroom,Media-104211,88,0.339,0.0078,0.0229
Ballroom,Media-104212,90,0.3331,0.0056,0.0169
Ballroom,Media-104216,100,0.3001,0.0047,0.0156
Ballroom,Media-104217,101,0.294,0.0113,0.0385
Ballroom,Media-104218,103,0.2932,0.0069,0.0234
Ballroom,Media-104219,100,0.294,0.0137,0.0466
Ballroom,Media-104301,43,0.7105,0.04,0.0563
Ballroom,Media-104302,28,0.6922,0.0099,0.0144
Ballroom,Media-104303,44,0.6898,0.0264,0.0382
Ballroom,Media-104304,60,0.5038,0.0111,0.022
Ballroom,Media-104305,64,0.4708,0.0114,0.0243
Ballroom,Media-104306,64,0.4697,0.0189,0.0403
Ballroom,Media-104307,89,0.3335,0.0145,0.0434
Ballroom,Media-104308,90,0.3342,0.0043,0.013
Ballroom,Media-104309,90,0.3345,0.0066,0.0198
Ballroom,Media-104314,104,0.2892,0.0062,0.0214
Ballroom,Media-104315,104,0.2892,0.007,0.0241
Ballroom,Media-104316,104,0.2888,0.0105,0.0362
Ballroom,Media-104317,104,0.2898,0.0059,0.0203
Ballroom,Media-104401,44,0.6893,0.0126,0.0182
Ballroom,Media-104402,44,0.6944,0.0329,0.0473
Ballroom,Media-104403,43,0.7009,0.0126,0.018
Ballroom,Media-104404,67,0.4512,0.0115,0.0254
Ballroom,Media-104405,64,0.4675,0.0093,0.0198
Ballroom,Media-104406,92,0.3264,0.0071,0.0219
Ballroom,Media-104407,91,0.3269,0.0234,0.0717
Ballroom,Media-104408,90,0.3335,0.0051,0.0152
Ballroom,Media-104409,91,0.332,0.0073,0.022
Ballroom,Media-104415,103,0.2911,0.0068,0.0232
Ballroom,Media-104416,103,0.2883,0.0137,0.0477
Ballroom,Media-104417,104,0.2891,0.0083,0.0287
Ballroom,Media-104418,103,0.2912,0.0065,0.0223
Ballroom,Media-104501,43,0.7074,0.0073,0.0104
Ballroom,Media-104502,44,0.6912,0.0194,0.028
Ballroom,Media-104503,44,0.6881,0.0361,0.0525
Ballroom,Media-104504,44,0.6842,0.0189,0.0276
Ballroom,Media-104505,64,0.4697,0.017,0.0362
Ballroom,Media-104506,64,0.4662,0.0164,0.0351
Ballroom,Media-104507,89,0.3349,0.0111,0.0331
Ballroom,Media-104508,89,0.3384,0.0059,0.0174
Ballroom,Media-104514,103,0.2888,0.0106,0.0367
Ballroom,Media-104515,96,0.2886,0.0049,0.0168
Ballroom,Media-104516,97,0.2893,0.0159,0.0549
Ballroom,Media-104601,35,0.6788,0.0339,0.05
Ballroom,Media-104602,43,0.7074,0.0124,0.0176
Ballroom,Media-104603,43,0.6938,0.0334,0.0481
Ballroom,Media-104604,44,0.6907,0.0124,0.018
Ballroom,Media-104605,65,0.4658,0.0126,0.0269
Ballroom,Media-104606,65,0.4602,0.01,0.0217
Ballroom,Media-104607,84,0.3299,0.0092,0.0278
Ballroom,Media-104608,88,0.3412,0.011,0.0321
Ballroom,Media-104609,91,0.3322,0.0156,0.047
Ballroom,Media-104615,102,0.2958,0.0086,0.0292
Ballroom,Media-104616,97,0.2953,0.0068,0.0229
Ballroom,Media-104617,103,0.2945,0.0034,0.0114
Ballroom,Media-104618,101,0.2946,0.0096,0.0326
Ballroom,Media-104701,42,0.7139,0.0134,0.0188
Ballroom,Media-104702,44,0.6795,0.0192,0.0282
Ballroom,Media-104703,42,0.7277,0.0288,0.0395
Ballroom,Media-104704,40,0.7477,0.033,0.0441
Ballroom,Media-104705,39,0.7576,0.0316,0.0417
Ballroom,Media-104706,64,0.4684,0.017,0.0363
Ballroom,Media-104707,64,0.4678,0.0163,0.0348
Ballroom,Media-104708,63,0.4737,0.0182,0.0383
Ballroom,Media-104709,64,0.471,0.0107,0.0227
Ballroom,Media-104710,68,0.4451,0.0195,0.0438
Ballroom,Media-104711,79,0.3454,0.0196,0.0569
Ballroom,Media-104712,90,0.3357,0.0122,0.0362
Ballroom,Media-104716,100,0.3004,0.0076,0.0254
Ballroom,Media-104717,105,0.2892,0.0067,0.023
Ballroom,Media-104718,104,0.2887,0.0069,0.024
Ballroom,Media-104801,44,0.696,0.0369,0.053
Ballroom,Media-104802,44,0.6946,0.0131,0.0189
Ballroom,Media-104803,44,0.6914,0.0238,0.0344
Ballroom,Media-104804,44,0.6891,0.0285,0.0414
Ballroom,Media-104805,44,0.6942,0.0309,0.0444
Ballroom,Media-104806,66,0.456,0.019,0.0418
Ballroom,Media-104807,66,0.4549,0.0138,0.0304
Ballroom,Media-104808,66,0.4556,0.0085,0.0187
Ballroom,Media-104809,90,0.3355,0.0113,0.0338
Ballroom,Media-104810,90,0.333,0.0084,0.0252
Ballroom,Media-104811,90,0.3329,0.0087,0.0261
Ballroom,Media-104815,103,0.2943,0.0045,0.0153
Ballroom,Media-104816,74,0.2881,0.0099,0.0343
Ballroom,Media-104901,34,0.7401,0.0239,0.0323
Ballroom,Media-104902,43,0.7032,0.0228,0.0324
Ballroom,Media-104903,43,0.7155,0.0158,0.022
Ballroom,Media-104904,43,0.7074,0.0127,0.0179
Ballroom,Media-104905,43,0.7091,0.0223,0.0315
Ballroom,Media-104906,64,0.4697,0.0199,0.0423
Ballroom,Media-104907,63,0.4768,0.013,0.0273
Ballroom,Media-104908,87,0.3447,0.0092,0.0268
Ballroom,Media-104909,89,0.3356,0.0176,0.0525
Ballroom,Media-104915,85,0.2948,0.0064,0.0219
Ballroom,Media-104916,102,0.2937,0.004,0.0138
Ballroom,Media-104917,100,0.2977,0.0126,0.0424
Ballroom,Media-104918,102,0.2958,0.0073,0.0247
Ballroom,Media-105001,36,0.7131,0.031,0.0434
Ballroom,Media-105002,42,0.727,0.0247,0.034
Ballroom,Media-105003,42,0.7166,0.0449,0.0626
Ballroom,Media-105004,42,0.7302,0.0451,0.0617
Ballroom,Media-105005,43,0.7023,0.0191,0.0272
Ballroom,Media-105006,23,0.7155,0.0079,0.0111
Ballroom,Media-105007,43,0.6972,0.0133,0.0191
Ballroom,Media-105008,63,0.4769,0.0064,0.0134
Ballroom,Media-105009,63,0.4789,0.0082,0.0171
Ballroom,Media-105010,90,0.3337,0.0083,0.0247
Ballroom,Media-105011,91,0.3336,0.0063,0.0187
Ballroom,Media-105016,100,0.2985,0.0074,0.0249
Ballroom,Media-105017,102,0.2936,0.0102,0.0349
Ballroom,Media-105018,101,0.2994,0.0077,0.0258
Ballroom,Media-105019,102,0.2934,0.0042,0.0143
Ballroom,Media-105020,103,0.2922,0.0054,0.0183
Ballroom,Media-105101,42,0.7101,0.0216,0.0304
Ballroom,Media-105102,43,0.7121,0.0219,0.0307
Ballroom,Media-105103,42,0.7146,0.0211,0.0296
Ballroom,Media-105104,45,0.6847,0.0238,0.0347
Ballroom,Media-105105,42,0.7169,0.0137,0.0191
Ballroom,Media-105106,42,0.7039,0.0123,0.0175
Ballroom,Media-105107,63,0.4715,0.0195,0.0414
Ballroom,Media-105108,63,0.4687,0.007,0.015
Ballroom,Media-105109,66,0.4595,0.0104,0.0227
Ballroom,Media-105110,85,0.3516,0.0105,0.03
Ballroom,Media-105111,89,0.3375,0.022,0.0651
Ballroom,Media-105112,89,0.3373,0.0186,0.0552
Ballroom,Media-105119,102,0.2948,0.0049,0.0165
Ballroom,Media-105120,102,0.2952,0.0045,0.0152
Ballroom,Media-105121,101,0.3006,0.0068,0.0227
Ballroom,Media-105122,104,0.2894,0.0092,0.0319
Ballroom,Media-105207,107,0.2808,0.0116,0.0414
Ballroom,Media-105209,41,0.7401,0.0371,0.0502
Ballroom,Media-105210,45,0.6739,0.0244,0.0362
Ballroom,Media-105211,39,0.7645,0.0316,0.0414
Ballroom,Media-105212,42,0.6402,0.0177,0.0276
Ballroom,Media-105213,46,0.6549,0.0264,0.0404
Ballroom,Media-105214,40,0.7437,0.153,0.2057
Ballroom,Media-105215,54,0.5523,0.0229,0.0415
Ballroom,Media-105301,44,0.6972,0.0245,0.0352
Ballroom,Media-105302,39,0.7155,0.032,0.0447
Ballroom,Media-105303,44,0.6893,0.0263,0.0381
Ballroom,Media-105304,42,0.7154,0.0303,0.0423
Ballroom,Media-105305,63,0.4769,0.0235,0.0492
Ballroom,Media-105306,63,0.4769,0.0222,0.0465
Ballroom,Media-105307,89,0.3388,0.007,0.0206
Ballroom,Media-105308,89,0.3392,0.0157,0.0461
Ballroom,Media-105309,89,0.3392,0.0066,0.0194
Ballroom,Media-105313,100,0.3001,0.0102,0.0338
Ballroom,Media-105314,100,0.3,0.015,0.0499
Ballroom,Media-105315(1),101,0.2934,0.0139,0.0475
Ballroom,Media-105315,101,0.2934,0.0139,0.0475
Ballroom,Media-105316,42,0.7129,0.0313,0.0438
Ballroom,Media-105317,63,0.4689,0.01,0.0213
Ballroom,Media-105318,91,0.3389,0.012,0.0353
Ballroom,Media-105320,100,0.2892,0.011,0.038
Ballroom,Media-105401,50,0.6002,0.0094,0.0156
Ballroom,Media-105402,50,0.6006,0.0139,0.0232
Ballroom,Media-105403,50,0.5887,0.0059,0.01
Ballroom,Media-105404,50,0.6084,0.0356,0.0585
Ballroom,Media-105405,58,0.4835,0.0078,0.0162
Ballroom,Media-105406,63,0.4833,0.0092,0.0191
Ballroom,Media-105407,63,0.4833,0.0061,0.0126
Ballroom,Media-105408,48,0.6532,0.0124,0.019
Ballroom,Media-105409,47,0.6507,0.0053,0.0081
Ballroom,Media-105410,46,0.6496,0.0129,0.0199
Ballroom,Media-105411,44,0.5989,0.0124,0.0207
Ballroom,Media-105412,50,0.6013,0.0042,0.0069
Ballroom,Media-105413,80,0.3751,0.0131,0.0349
Ballroom,Media-105414,86,0.3489,0.0058,0.0167
Ballroom,Media-105415,85,0.3542,0.0067,0.0189
Ballroom,Media-105416,44,0.6805,0.019,0.0278
Ballroom,Media-105417,56,0.5218,0.0083,0.016
Ballroom,Media-105418,37,0.8003,0.0194,0.0242
Ballroom,Media-105419,25,0.7936,0.0082,0.0103
Ballroom,Media-105420,56,0.487,0.0054,0.0112
Ballroom,Media-105501,44,0.6898,0.0134,0.0195
Ballroom,Media-105502,44,0.6877,0.0171,0.0248
Ballroom,Media-105503,44,0.6898,0.0234,0.0339
Ballroom,Media-105504,43,0.7137,0.0266,0.0373
Ballroom,Media-105505,63,0.4689,0.0158,0.0336
Ballroom,Media-105506,64,0.4683,0.0097,0.0207
Ballroom,Media-105507,64,0.4686,0.0054,0.0115
Ballroom,Media-105508,64,0.4693,0.0086,0.0182
Ballroom,Media-105509,78,0.3394,0.0143,0.042
Ballroom,Media-105510,87,0.3448,0.0048,0.0139
Ballroom,Media-105511,89,0.3386,0.0039,0.0115
Ballroom,Media-105516,97,0.3006,0.0042,0.014
Ballroom,Media-105517,100,0.3001,0.0111,0.0368
Ballroom,Media-105518,100,0.2999,0.0041,0.0137
Ballroom,Media-105601,62,0.4839,0.0098,0.0202
Ballroom,Media-105602,62,0.4838,0.0096,0.0199
Ballroom,Media-105603,62,0.4838,0.0113,0.0234
Ballroom,Media-105604,62,0.4839,0.0052,0.0108
Ballroom,Media-105605,62,0.4839,0.008,0.0164
Ballroom,Media-105606,50,0.6,0.012,0.0199
Ballroom,Media-105607,49,0.6002,0.0025,0.0042
Ballroom,Media-105608,51,0.5998,0.0088,0.0147
Ballroom,Media-105609,51,0.5998,0.0076,0.0127
Ballroom,Media-105611,52,0.5767,0.0051,0.0089
Ballroom,Media-105612,52,0.5774,0.0041,0.0071
Ballroom,Media-105613,52,0.5769,0.0132,0.0229
Ballroom,Media-105614,50,0.5762,0.0097,0.0169
Ballroom,Media-105615,51,0.5763,0.0072,0.0125
Ballroom,Media-105701,43,0.6894,0.0032,0.0046
Ballroom,Media-105702,45,0.6867,0.0134,0.0195
Ballroom,Media-105703,43,0.6898,0.0024,0.0034
Ballroom,Media-105704,42,0.7122,0.0249,0.035
Ballroom,Media-105705,63,0.4688,0.0044,0.0093
Ballroom,Media-105706,63,0.4689,0.0072,0.0154
Ballroom,Media-105707,63,0.4692,0.0162,0.0345
Ballroom,Media-105708,87,0.3391,0.0048,0.0141
Ballroom,Media-105709,88,0.3391,0.0045,0.0134
Ballroom,Media-105710,88,0.339,0.0051,0.0151
Ballroom,Media-105715,101,0.294,0.0037,0.0125
Ballroom,Media-105716,99,0.3002,0.0053,0.0177
Ballroom,Media-105717,101,0.2937,0.0045,0.0154
Ballroom,Media-105801,44,0.6891,0.0135,0.0196
Ballroom,Media-105802,44,0.6893,0.0158,0.0229
Ballroom,Media-105803,44,0.6949,0.0356,0.0512
Ballroom,Media-105804,44,0.6902,0.0177,0.0257
Ballroom,Media-105805,44,0.6905,0.0124,0.018
Ballroom,Media-105806,65,0.4686,0.0051,0.0109
Ballroom,Media-105807,65,0.4686,0.0073,0.0157
Ballroom,Media-105808,65,0.4684,0.0066,0.0141
Ballroom,Media-105809,89,0.3387,0.002,0.0059
Ballroom,Media-105810,88,0.3439,0.0045,0.013
Ballroom,Media-105811,89,0.3387,0.0042,0.0125
Ballroom,Media-105812,87,0.3454,0.0096,0.0277
Ballroom,Media-105816,102,0.2943,0.0033,0.0113
Ballroom,Media-105817,102,0.294,0.0028,0.0094
Ballroom,Media-105818,103,0.2941,0.0028,0.0094
Ballroom,Media-105819,101,0.294,0.0027,0.0092
Ballroom,Media-105820,103,0.2937,0.0059,0.0202
Ballroom,Media-105901,40,0.7182,0.0128,0.0178
Ballroom,Media-105902,43,0.7054,0.0125,0.0177
Ballroom,Media-105903,66,0.4591,0.0069,0.015
Ballroom,Media-105904,66,0.4524,0.0123,0.0272
Ballroom,Media-105905,65,0.4617,0.008,0.0172
Ballroom,Media-105906,66,0.4547,0.0094,0.0206
Ballroom,Media-105907,89,0.3383,0.0047,0.0139
Ballroom,Media-105911,98,0.2977,0.0077,0.0258
Ballroom,Media-105912,100,0.294,0.013,0.0441
Ballroom,Media-105913,103,0.2933,0.0063,0.0216
Ballroom,Media-105914,95,0.3041,0.0054,0.0179
Ballroom,Media-106001,49,0.6,0.0094,0.0156
Ballroom,Media-106002,45,0.5882,0.0078,0.0132
Ballroom,Media-106003,51,0.5883,0.0059,0.01
Ballroom,Media-106004,51,0.5895,0.0119,0.0201
Ballroom,Media-106005,62,0.4841,0.0024,0.0049
Ballroom,Media-106006,62,0.4839,0.0023,0.0048
Ballroom,Media-106007,62,0.4839,0.0011,0.0022
Ballroom,Media-106008,61,0.4838,0.0013,0.0026
Ballroom,Media-106009,41,0.6818,0.0009,0.0014
Ballroom,Media-106010,46,0.6523,0.0043,0.0066
Ballroom,Media-106011,47,0.6245,0.0089,0.0143
Ballroom,Media-106012,49,0.5999,0.0043,0.0072
Ballroom,Media-106015,83,0.3568,0.0021,0.0058
Ballroom,Media-106016,88,0.3481,0.0032,0.0093
Ballroom,Media-106017,81,0.3489,0.0011,0.0032
Ballroom,Media-106101,53,0.4837,0.0013,0.0027
Ballroom,Media-106102,59,0.4837,0.0016,0.0033
Ballroom,Media-106103,58,0.4839,0.0011,0.0022
Ballroom,Media-106104,55,0.4848,0.0015,0.0031
Ballroom,Media-106105,61,0.485,0.0026,0.0054
Ballroom,Media-106106,49,0.6244,0.0034,0.0054
Ballroom,Media-106107,49,0.6005,0.003,0.0049
Ballroom,Media-106108,50,0.5881,0.0067,0.0114
Ballroom,Media-106109,51,0.5891,0.0044,0.0075
Ballroom,Media-106110,47,0.6252,0.0089,0.0143
Ballroom,Media-106111,49,0.6024,0.0079,0.013
Ballroom,Media-106112,50,0.5998,0.0057,0.0095
Ballroom,Media-106113,34,0.6018,0.002,0.0033
Ballroom,Media-106114,83,0.3571,0.0032,0.009
Ballroom,Media-106115,85,0.3498,0.0028,0.0081
Ballroom,Media-106116,85,0.3487,0.0026,0.0074
Ballroom,Media-106117,46,0.6514,0.004,0.0062
Ballroom,Media-106118,37,0.8206,0.0043,0.0052
Ballroom,Media-106119,42,0.7141,0.0058,0.0081
Beatles,01_Please_Please_Me_01_I_Saw_Her_Standing_There,453,0.374,0.0071,0.0191
Beatles,01_Please_Please_Me_02_Misery,225,0.472,0.1127,0.2389
Beatles,01_Please_Please_Me_03_Anna_(Go_To_Him),314,0.5428,0.0188,0.0346
Beatles,01_Please_Please_Me_04_Chains,305,0.4616,0.0072,0.0156
Beatles,01_Please_Please_Me_05_Boys,338,0.4191,0.0117,0.0279
Beatles,01_Please_Please_Me_06_Ask_Me_Why,310,0.4467,0.027,0.0605
Beatles,01_Please_Please_Me_07_Please_Please_Me,265,0.4322,0.0096,0.0223
Beatles,01_Please_Please_Me_08_Love_Me_Do,337,0.4066,0.0094,0.0231
Beatles,01_Please_Please_Me_09_P_S_I_Love_You,269,0.4469,0.007,0.0158
Beatles,01_Please_Please_Me_10_Baby_Its_You,286,0.5346,0.0208,0.0389
Beatles,01_Please_Please_Me_11_Do_You_Want_To_Know_A_Secret,212,0.4837,0.0182,0.0375
