track_id,gt_bpm,bt_transformer_bpm,tempo_ratio,tempo_class,bt_paper_F,bt_paper_CMLt,bt_paper_AMLt,bt_wide_F,bt_wide_CMLt,bt_wide_AMLt,bt_top1_F,bt_top1_CMLt,bt_top1_AMLt,bt_topk_F,bt_topk_CMLt,bt_topk_AMLt,bt_viterbi_F,bt_viterbi_CMLt,bt_viterbi_AMLt,bt_oracle_F,bt_oracle_CMLt,bt_oracle_AMLt,btthis_native_F,btthis_native_CMLt,btthis_native_AMLt,btthis_dbn55_F,btthis_dbn55_CMLt,btthis_dbn55_AMLt,btthis_dbn30_F,btthis_dbn30_CMLt,btthis_dbn30_AMLt,btthis_top1_F,btthis_top1_CMLt,btthis_top1_AMLt,btthis_topk_F,btthis_topk_CMLt,btthis_topk_AMLt,btthis_oracle_F,btthis_oracle_CMLt,btthis_oracle_AMLt,mm_tcn_F,mm_tcn_CMLt,mm_tcn_AMLt
smc_079,193.55,93.0,0.4805,half,0.6012,0.0185,0.7455,0.6012,0.0185,0.7455,0.6012,0.0185,0.7455,0.6012,0.0185,0.7455,0.6012,0.0185,0.7455,0.9406,0.8108,0.8108,0.6971,0.1574,0.5373,0.5976,0.0093,0.7321,0.5976,0.0093,0.7321,0.5854,0.0093,0.7321,0.5976,0.0093,0.7321,0.861,0.7565,0.7565,0.6341,0.0185,0.5714
smc_080,35.41,45.0,1.2709,other,0.2951,0.0,0.2857,0.2951,0.0,0.2857,0.4878,0.5,0.5,0.2951,0.0,0.2857,0.2951,0.0,0.2857,0.45,0.619,0.619,0.381,0.0,0.25,0.1235,0.0,0.0323,0.2449,0.0,0.1,0.2083,0.0,0.1034,0.2449,0.0,0.1,0.0513,0.05,0.25,0.2154,0.0,0.2826
smc_082,115.38,114.0,0.988,correct,0.8361,0.8154,0.8154,0.8361,0.8154,0.8154,0.8361,0.8154,0.8154,0.8361,0.8154,0.8154,0.8361,0.8154,0.8154,0.8361,0.8154,0.8154,0.9661,0.8852,0.8852,0.9268,0.803,0.803,0.9268,0.803,0.803,0.9268,0.803,0.803,0.9268,0.803,0.803,0.9268,0.803,0.803,0.6374,0.0526,0.7941
smc_084,44.22,56.0,1.2665,other,0.0851,0.04,0.0833,0.0851,0.04,0.0833,0.0851,0.04,0.0833,0.0851,0.04,0.0833,0.0851,0.04,0.0833,0.0,0.08,0.2083,0.0667,0.08,0.08,0.1034,0.0606,0.0606,0.1481,0.3103,0.3103,0.1852,0.2414,0.2414,0.1481,0.3103,0.3103,0.0741,0.2414,0.2414,0.125,0.0,0.3091
smc_085,55.05,58.0,1.0537,correct,0.2623,0.6562,0.6562,0.2623,0.6562,0.6562,0.2623,0.6562,0.6562,0.2623,0.6562,0.6562,0.2623,0.6562,0.6562,0.2623,0.6562,0.6562,0.2812,0.6562,0.6562,0.3125,0.6875,0.6875,0.3125,0.6875,0.6875,0.3125,0.6875,0.6875,0.3125,0.6875,0.6875,0.3125,0.6875,0.6875,0.3438,0.6562,0.6562
smc_086,69.43,66.0,0.9506,correct,0.8101,0.675,0.675,0.8101,0.675,0.675,0.7179,0.55,0.55,0.8101,0.675,0.675,0.7595,0.675,0.675,0.7848,0.675,0.675,0.875,0.75,0.75,0.8,0.75,0.75,0.8,0.75,0.75,0.725,0.7,0.7,0.8,0.75,0.75,0.8,0.75,0.75,0.75,0.625,0.625
smc_087,103.9,103.0,0.9914,correct,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.9917,0.9836,0.9836,0.8088,0.5789,0.5789,0.8926,0.9836,0.9836,0.8926,0.9836,0.9836,0.8926,0.9836,0.9836,0.8926,0.9836,0.9836,0.8926,0.9836,0.9836,0.9917,0.9836,0.9836
smc_088,60.36,62.0,1.0271,correct,0.5352,0.7027,0.7027,0.5352,0.7027,0.7027,0.5352,0.7027,0.7027,0.5352,0.7027,0.7027,0.5352,0.7027,0.7027,0.5352,0.7027,0.7027,0.5205,0.5641,0.5641,0.411,0.5641,0.5641,0.4615,0.6471,0.6471,0.4412,0.7941,0.7941,0.411,0.5641,0.5641,0.4118,0.7941,0.7941,0.6486,0.625,0.625
smc_089,84.63,84.0,0.9925,correct,0.7083,0.88,0.88,0.7083,0.88,0.88,0.7083,0.88,0.88,0.7083,0.88,0.88,0.7083,0.88,0.88,0.7083,0.88,0.88,0.6047,0.4,0.4,0.76,0.96,0.96,0.76,0.96,0.96,0.76,0.96,0.96,0.76,0.96,0.96,0.76,0.96,0.96,0.8081,0.96,0.96
smc_092,128.85,65.0,0.5045,half,0.8859,0.8933,0.8933,0.8859,0.8933,0.8933,0.5893,0.0,0.5,0.8859,0.8933,0.8933,0.8859,0.8933,0.8933,0.8859,0.8933,0.8933,0.748,0.2973,0.5306,0.9396,0.92,0.92,0.9396,0.92,0.92,0.5946,0.0,0.9189,0.9396,0.92,0.92,0.9396,0.92,0.92,0.9262,0.8933,0.8933
smc_093,131.29,120.0,0.914,correct,0.4348,0.0,0.4872,0.4348,0.0,0.4872,0.5479,0.5132,0.5132,0.4348,0.0,0.4872,0.4348,0.0,0.4872,0.5479,0.5132,0.5132,0.7832,0.6316,0.6316,0.9139,0.8816,0.8816,0.9139,0.8816,0.8816,0.9139,0.8816,0.8816,0.9139,0.8816,0.8816,0.9139,0.8816,0.8816,0.5841,0.0,0.4737
smc_095,80.86,53.0,0.6554,other,0.5098,0.3636,0.3636,0.4634,0.2766,0.2766,0.3077,0.0,0.0,0.4634,0.2766,0.2766,0.4634,0.2766,0.2766,0.7826,0.8936,0.8936,0.8387,0.8723,0.8723,0.8298,1.0,1.0,0.8298,1.0,1.0,0.3784,0.0,0.5556,0.8298,1.0,1.0,0.8298,1.0,1.0,0.9362,1.0,1.0
smc_096,107.14,104.0,0.9707,correct,0.9677,0.9839,0.9839,0.9677,0.9839,0.9839,0.9677,0.9839,0.9839,0.9677,0.9839,0.9839,0.9677,0.9839,0.9839,0.9677,0.9839,0.9839,0.9839,1.0,1.0,0.9839,1.0,1.0,0.9839,1.0,1.0,0.9839,1.0,1.0,0.9839,1.0,1.0,0.9839,1.0,1.0,0.9839,1.0,1.0
smc_098,101.69,102.0,1.003,correct,0.7706,0.75,0.75,0.7706,0.75,0.75,0.7706,0.75,0.75,0.7706,0.75,0.75,0.7706,0.75,0.75,0.7706,0.75,0.75,0.7015,0.2235,0.4639,0.5576,0.0,0.6207,0.4286,0.0,0.2286,0.4815,0.4746,0.4746,0.4471,0.0,0.2222,0.4815,0.4746,0.4746,0.7273,0.6885,0.6885
smc_099,56.55,113.0,1.9982,double,0.3838,0.0,0.6515,0.3838,0.0,0.6515,0.3838,0.0,0.6515,0.3838,0.0,0.6515,0.3838,0.0,0.6515,0.5758,0.8788,0.8788,0.5455,0.9091,0.9091,0.4848,0.9394,0.9394,0.5758,0.9394,0.9394,0.3434,0.0,0.6515,0.5758,0.9394,0.9394,0.5758,0.9394,0.9394,0.4,0.0,0.7164
smc_100,63.83,65.0,1.0183,correct,0.5128,0.5366,0.5366,0.5128,0.5366,0.5366,0.5753,0.7027,0.7027,0.5128,0.5366,0.5366,0.5128,0.5366,0.5366,0.5753,0.7027,0.7027,0.4646,0.1935,0.274,0.3717,0.0,0.6184,0.3717,0.0,0.6184,0.5135,0.5405,0.5405,0.3363,0.0,0.5658,0.5135,0.5405,0.5405,0.5128,0.439,0.439
smc_101,115.23,60.0,0.5207,half,0.7288,0.5932,0.5932,0.7288,0.5932,0.5932,0.5319,0.0678,0.4,0.7288,0.5932,0.5932,0.7288,0.5932,0.5932,0.6829,0.5781,0.5781,0.4938,0.0339,0.1,0.5321,0.3898,0.3898,0.4828,0.0169,0.3667,0.4894,0.0508,0.4,0.4828,0.0169,0.3667,0.6281,0.5484,0.5484,0.7119,0.5763,0.5763
smc_103,109.09,53.0,0.4858,half,0.5932,0.5156,0.5156,0.5932,0.5156,0.5156,0.4762,0.0741,0.3333,0.5932,0.5156,0.5156,0.5932,0.5156,0.5156,0.5932,0.5156,0.5156,0.4301,0.1852,0.1852,0.3148,0.1296,0.1296,0.3571,0.0556,0.5333,0.3571,0.0556,0.5333,0.3571,0.0556,0.5333,0.4561,0.4167,0.4167,0.5932,0.5625,0.5625
smc_104,67.49,68.0,1.0075,correct,0.3846,0.4615,0.4615,0.3846,0.4615,0.4615,0.3846,0.4615,0.4615,0.3846,0.4615,0.4615,0.3846,0.4615,0.4615,0.3846,0.4615,0.4615,0.6355,0.0588,0.7273,0.6207,0.0,0.9481,0.6207,0.0,0.9481,0.2895,0.2821,0.5263,0.5763,0.0,1.0,0.3158,0.2821,0.5263,0.3544,0.45,0.45
smc_105,129.31,68.0,0.5259,half,0.1622,0.0,0.2895,0.1622,0.0,0.2895,0.1622,0.0,0.2895,0.1622,0.0,0.2895,0.1622,0.0,0.2895,0.2585,0.2162,0.3784,0.2569,0.0,0.2703,0.177,0.0,0.3,0.1837,0.0,0.0541,0.177,0.0,0.275,0.2056,0.0,0.2162,0.25,0.1096,0.1096,0.2321,0.0,0.3333
smc_106,62.18,62.0,0.9972,correct,0.5833,0.8611,0.8611,0.5833,0.8611,0.8611,0.5833,0.8611,0.8611,0.5833,0.8611,0.8611,0.5833,0.8611,0.8611,0.5833,0.8611,0.8611,0.3551,0.0,0.5352,0.3704,0.0,0.5694,0.3704,0.0,0.5694,0.5556,0.8333,0.8333,0.3704,0.0,0.5694,0.5556,0.8333,0.8333,0.5833,0.8889,0.8889
smc_109,65.5,63.0,0.9618,correct,0.6076,0.6341,0.6341,0.6076,0.6341,0.6341,0.6842,0.8421,0.8421,0.6076,0.6341,0.6341,0.6842,0.8421,0.8421,0.6842,0.8421,0.8421,0.4068,0.05,0.1375,0.4259,0.0,0.5067,0.4259,0.0,0.5067,0.1449,0.0263,0.1622,0.4259,0.0,0.5067,0.2368,0.3947,0.3947,0.8421,0.9211,0.9211
smc_111,93.02,60.0,0.645,other,0.4651,0.2083,0.2083,0.4651,0.2083,0.2083,0.4651,0.2083,0.2083,0.4651,0.2083,0.2083,0.4651,0.2083,0.2083,0.4842,0.3333,0.3333,0.4706,0.1875,0.1875,0.3673,0.28,0.28,0.3673,0.28,0.28,0.3614,0.1667,0.1667,0.3673,0.28,0.28,0.4356,0.283,0.283,0.4731,0.3125,0.3125
smc_113,45.8,69.0,1.5065,other,0.3784,0.0,0.4151,0.7407,1.0,1.0,0.2687,0.0,0.0,0.7407,1.0,1.0,0.7407,1.0,1.0,0.7407,1.0,1.0,0.5897,0.0,0.0,0.3582,0.0,0.0,0.3881,0.0,0.0,0.3582,0.0,0.0,0.3582,0.0,0.0,0.9259,1.0,1.0,0.4304,0.0,0.7925
smc_114,61.16,60.0,0.981,correct,0.439,0.4318,0.4318,0.439,0.4318,0.4318,0.5526,0.5263,0.5263,0.439,0.4318,0.4318,0.439,0.4318,0.4318,0.5526,0.5263,0.5263,0.597,0.4474,0.4474,0.7,0.7381,0.7381,0.7,0.7381,0.7381,0.48,0.5526,0.5526,0.7,0.7381,0.7381,0.48,0.5526,0.5526,0.5941,0.1587,0.52
smc_116,68.65,99.0,1.4421,other,0.3168,0.0,0.039,0.3168,0.0,0.039,0.3168,0.0,0.039,0.3168,0.0,0.039,0.3168,0.0,0.039,0.0988,0.3095,0.3095,0.2674,0.0075,0.0075,0.2951,0.0,0.4096,0.2951,0.0,0.4096,0.2391,0.0755,0.1132,0.2951,0.0,0.4096,0.24,0.2051,0.2051,0.2667,0.2549,0.2549
smc_117,59.94,54.0,0.9009,correct,0.4638,0.5714,0.5714,0.3824,0.4571,0.4571,0.3824,0.4571,0.4571,0.3824,0.4571,0.4571,0.3824,0.4571,0.4571,0.3824,0.4571,0.4571,0.6479,0.6389,0.6389,0.2069,0.0192,0.087,0.1639,0.0571,0.0571,0.1935,0.0857,0.0857,0.2069,0.0192,0.087,0.4,0.5143,0.5143,0.2637,0.0357,0.1014
smc_118,60.01,53.0,0.8832,correct,0.3415,0.1633,0.1633,0.3415,0.1633,0.1633,0.303,0.303,0.303,0.3415,0.1633,0.1633,0.3415,0.1633,0.1633,0.2687,0.2647,0.3824,0.3077,0.1034,0.1692,0.1667,0.0392,0.1692,0.1667,0.0392,0.1692,0.1905,0.1212,0.1212,0.1667,0.0392,0.1692,0.2857,0.2121,0.2121,0.2892,0.08,0.1077
smc_119,56.87,80.0,1.4067,other,0.15,0.0,0.0208,0.15,0.0,0.0208,0.15,0.0,0.0208,0.15,0.0,0.0208,0.15,0.0,0.0208,0.5625,0.9688,0.9688,0.3908,0.3273,0.3273,0.1975,0.0,0.0,0.1975,0.0,0.0,0.1975,0.0,0.0,0.1975,0.0,0.0,0.5625,1.0,1.0,0.125,0.0,0.0159
smc_120,92.45,92.0,0.9951,correct,0.9907,0.9815,0.9815,0.9907,0.9815,0.9815,0.9907,0.9815,0.9815,0.9907,0.9815,0.9815,0.9907,0.9815,0.9815,0.9907,0.9815,0.9815,0.972,0.9815,0.9815,0.972,0.9815,0.9815,0.972,0.9815,0.9815,0.972,0.9815,0.9815,0.972,0.9815,0.9815,0.972,0.9815,0.9815,0.9907,0.9815,0.9815
smc_121,34.12,34.0,0.9965,correct,0.25,0.0,0.5385,0.5641,0.95,0.95,0.5641,0.95,0.95,0.5641,0.95,0.95,0.5641,0.95,0.95,0.5641,0.95,0.95,0.32,0.3333,0.3846,0.3607,0.0,0.8049,0.3607,0.0,0.8049,0.3,0.55,0.55,0.3607,0.0,0.8049,0.3,0.55,0.55,0.3226,0.0,0.7143
smc_124,65.79,35.0,0.532,half,0.5867,0.9474,0.9474,0.5867,0.9474,0.9474,0.3571,0.0,0.9474,0.5867,0.9474,0.9474,0.5867,0.9474,0.9474,0.5867,0.9474,0.9474,0.4935,0.9231,0.9231,0.4737,0.9474,0.9474,0.4737,0.9474,0.9474,0.2807,0.0,1.0,0.4737,0.9474,0.9474,0.4737,0.9474,0.9474,0.4737,0.8684,0.8684
smc_126,64.86,64.0,0.9867,correct,0.6053,0.9211,0.9211,0.6053,0.9211,0.9211,0.6053,0.9211,0.9211,0.6053,0.9211,0.9211,0.6053,0.9211,0.9211,0.6053,0.9211,0.9211,0.9474,0.9737,0.9737,0.9474,0.9737,0.9737,0.9474,0.9737,0.9737,0.9474,0.9737,0.9737,0.9474,0.9737,0.9737,0.9474,0.9737,0.9737,0.9211,0.9737,0.9737
smc_127,59.65,39.0,0.6539,other,0.4416,0.1957,0.1967,0.4416,0.1957,0.1967,0.5385,0.2903,0.2903,0.3562,0.0238,0.1967,0.4416,0.1957,0.1967,0.4615,0.0882,0.2059,0.4923,0.1471,0.2295,0.4225,0.05,0.1803,0.4225,0.05,0.1803,0.2222,0.0968,0.1,0.4225,0.05,0.1803,0.4286,0.0513,0.1475,0.2917,0.1385,0.1385
smc_130,45.02,67.0,1.4881,other,0.381,0.1842,0.1842,0.4262,0.1389,0.1389,0.4262,0.1389,0.1389,0.4262,0.1389,0.1389,0.4262,0.1389,0.1389,0.4,0.2,0.2,0.4225,0.1522,0.1522,0.3692,0.175,0.175,0.2222,0.0,0.125,0.3692,0.175,0.175,0.3333,0.1429,0.1429,0.1667,0.0,0.25,0.375,0.0769,0.2041
smc_133,66.37,66.0,0.9944,correct,0.7105,1.0,1.0,0.7105,1.0,1.0,0.7105,1.0,1.0,0.7105,1.0,1.0,0.7105,1.0,1.0,0.7105,1.0,1.0,0.7895,0.9737,0.9737,0.8158,0.9737,0.9737,0.8158,0.9737,0.9737,0.8158,0.9737,0.9737,0.8158,0.9737,0.9737,0.8158,0.9737,0.9737,0.7105,0.9737,0.9737
smc_135,76.19,74.0,0.9713,correct,0.6957,0.7609,0.7609,0.6588,0.4348,0.4348,0.6957,0.7609,0.7609,0.6588,0.4348,0.4348,0.6957,0.7609,0.7609,0.6957,0.7609,0.7609,0.8409,0.6739,0.6739,0.7209,0.6304,0.6304,0.6234,0.2174,0.2258,0.7209,0.6304,0.6304,0.6234,0.2391,0.2391,0.7356,0.6739,0.6739,0.7917,0.72,0.72
smc_137,125.39,78.0,0.622,other,0.4463,0.0,0.2391,0.5234,0.0,0.2895,0.4463,0.0,0.2391,0.5234,0.0,0.2895,0.5234,0.0,0.2895,0.6395,0.64,0.64,0.8364,0.6667,0.6667,0.9032,0.8625,0.8625,0.9032,0.8625,0.8625,0.5085,0.0,0.6047,0.8551,0.6267,0.6267,0.7619,0.6667,0.6667,0.4553,0.0,0.2292
smc_139,41.1,40.0,0.9733,correct,0.119,0.0,0.1475,0.119,0.0,0.1475,0.4348,0.9565,0.9565,0.119,0.0,0.1475,0.119,0.0,0.1475,0.4348,0.9565,0.9565,0.507,0.0417,0.8125,0.4638,0.0,0.8478,0.4638,0.0,0.8478,0.7391,1.0,1.0,0.4638,0.0,0.8478,0.7391,1.0,1.0,0.4571,0.0,0.8723
smc_140,98.85,84.0,0.8498,other,0.6727,0.55,0.55,0.6727,0.55,0.55,0.6727,0.55,0.55,0.6727,0.55,0.55,0.6727,0.55,0.55,0.6126,0.4833,0.4833,0.6491,0.55,0.55,0.3366,0.05,0.2439,0.3168,0.05,0.2439,0.4,0.2,0.2222,0.3366,0.05,0.2439,0.4615,0.2,0.2,0.6306,0.5167,0.5167
smc_142,80.09,78.0,0.9739,correct,0.7,0.7209,0.7209,0.7,0.7209,0.7209,0.7,0.7209,0.7209,0.7,0.7209,0.7209,0.7,0.7209,0.7209,0.7,0.7209,0.7209,0.6133,0.4884,0.4884,0.5176,0.6279,0.6279,0.506,0.6512,0.6512,0.5747,0.6818,0.6818,0.506,0.6512,0.6512,0.5747,0.6818,0.6818,0.7111,0.8085,0.8085
smc_143,87.08,89.0,1.022,correct,0.6019,0.7885,0.7885,0.6019,0.7885,0.7885,0.6019,0.7885,0.7885,0.6019,0.7885,0.7885,0.6019,0.7885,0.7885,0.6019,0.7885,0.7885,0.5385,0.8462,0.8462,0.5437,0.8846,0.8846,0.5437,0.8846,0.8846,0.5437,0.8846,0.8846,0.5437,0.8846,0.8846,0.5437,0.8846,0.8846,0.5825,0.75,0.75
smc_146,58.54,55.0,0.9396,correct,0.4179,0.5882,0.5882,0.4242,0.6667,0.6667,0.4242,0.6667,0.6667,0.4242,0.6667,0.6667,0.4242,0.6667,0.6667,0.4242,0.6667,0.6667,0.6769,0.8485,0.8485,0.5882,0.7143,0.7143,0.597,0.7647,0.7647,0.5373,0.7353,0.7353,0.5373,0.7353,0.7353,0.5373,0.7353,0.7353,0.5373,0.7059,0.7059
smc_147,99.32,97.0,0.9766,correct,0.3542,0.0,0.0,0.3542,0.0,0.0,0.7652,0.8793,0.8793,0.3542,0.0,0.0,0.3542,0.0,0.0,0.7652,0.8793,0.8793,0.705,0.3827,0.3827,0.8621,0.9655,0.9655,0.8621,0.9655,0.9655,0.8621,0.9655,0.9655,0.8621,0.9655,0.9655,0.8621,0.9655,0.9655,0.3542,0.0,0.0
smc_148,70.92,71.0,1.0011,correct,0.3441,0.24,0.24,0.3441,0.24,0.24,0.2927,0.3721,0.3721,0.3441,0.24,0.24,0.3441,0.24,0.24,0.2927,0.3721,0.3721,0.1404,0.0,0.119,0.1687,0.3721,0.3721,0.1687,0.3488,0.3488,0.1687,0.3721,0.3721,0.1687,0.3721,0.3721,0.1687,0.3721,0.3721,0.3656,0.18,0.18
smc_149,73.18,80.0,1.0933,correct,0.4494,0.413,0.413,0.4494,0.413,0.413,0.4494,0.413,0.413,0.4494,0.413,0.413,0.4494,0.413,0.413,0.4494,0.413,0.413,0.4161,0.0,0.3396,0.2817,0.0,0.2525,0.2817,0.0,0.2525,0.3913,0.3061,0.3061,0.2817,0.0,0.2424,0.3913,0.3061,0.3061,0.4444,0.4468,0.4468
smc_150,113.85,112.0,0.9837,correct,0.9231,0.9394,0.9394,0.9231,0.9394,0.9394,0.9231,0.9394,0.9394,0.9231,0.9394,0.9394,0.9231,0.9394,0.9394,0.9231,0.9394,0.9394,0.9697,0.9118,0.9118,0.9771,0.9403,0.9403,0.9771,0.9403,0.9403,0.9771,0.9403,0.9403,0.9771,0.9403,0.9403,0.9771,0.9403,0.9403,0.9846,0.9394,0.9394
smc_151,138.89,69.0,0.4968,half,0.4706,0.0,0.6905,0.4706,0.0,0.6905,0.4706,0.0,0.6905,0.4706,0.0,0.6905,0.4706,0.0,0.6905,0.7,0.5783,0.5783,0.6984,0.3117,0.3117,0.5217,0.0,0.6316,0.5739,0.0,0.8158,0.5217,0.0,0.6316,0.5217,0.0,0.6316,0.7898,0.7875,0.7875,0.7821,0.7342,0.7342
smc_152,84.03,68.0,0.8092,other,0.5979,0.449,0.449,0.5979,0.449,0.449,0.5,0.2708,0.2708,0.5979,0.449,0.449,0.5979,0.449,0.449,0.6939,0.54,0.54,0.5,0.0,0.0,0.3614,0.1042,0.1042,0.3544,0.0208,0.0645,0.3659,0.0833,0.0833,0.3797,0.0208,0.0323,0.617,0.6667,0.6667,0.5155,0.3265,0.3265
smc_153,96.22,93.0,0.9666,correct,0.6545,0.6727,0.6727,0.6545,0.6727,0.6727,0.6545,0.6727,0.6727,0.6545,0.6727,0.6727,0.6545,0.6727,0.6727,0.6545,0.6727,0.6727,0.313,0.1667,0.5,0.0,0.0,0.9643,0.0,0.0,0.9643,0.0,0.0,0.9643,0.0,0.0,0.9643,0.0,0.0,0.9643,0.8929,0.9649,0.9649
smc_154,56.18,53.0,0.9434,correct,0.5429,0.5,0.5,0.4561,0.375,0.375,0.625,0.9375,0.9375,0.4561,0.375,0.375,0.4561,0.375,0.375,0.625,0.9375,0.9375,0.4444,0.1562,0.1562,0.5143,0.4474,0.4474,0.5075,0.6,0.6,0.5,0.6562,0.6562,0.5672,0.6,0.6,0.5,0.6562,0.6562,0.4848,0.6471,0.6471
smc_157,78.64,76.0,0.9665,correct,0.7045,0.9545,0.9545,0.7045,0.9545,0.9545,0.7045,0.9545,0.9545,0.7045,0.9545,0.9545,0.7045,0.9545,0.9545,0.7045,0.9545,0.9545,0.6591,0.9091,0.9091,0.6517,0.9333,0.9333,0.6517,0.9333,0.9333,0.6517,0.9333,0.9333,0.6517,0.9333,0.9333,0.6517,0.9333,0.9333,0.3191,0.48,0.48
smc_158,42.36,60.0,1.4164,other,0.2623,0.0526,0.0889,0.2623,0.0526,0.0889,0.2623,0.0526,0.0889,0.2623,0.0526,0.0889,0.2623,0.0526,0.0889,0.1333,0.1739,0.1739,0.2182,0.0312,0.0889,0.2,0.0541,0.0541,0.2182,0.0625,0.0889,0.2373,0.0833,0.0833,0.2182,0.0625,0.0667,0.2449,0.1154,0.1538,0.2154,0.0238,0.1333
smc_159,95.56,47.0,0.4918,half,0.5185,0.6481,0.6481,0.5185,0.6481,0.6481,0.3951,0.0185,0.8889,0.5185,0.6481,0.6481,0.5185,0.6481,0.6481,0.5185,0.6481,0.6481,0.4444,0.0,1.0,0.6481,0.7778,0.7778,0.6481,0.7778,0.7778,0.4444,0.0,0.8519,0.6481,0.7778,0.7778,0.6481,0.7778,0.7778,0.5505,0.6545,0.6545
smc_161,61.22,60.0,0.98,correct,0.6571,0.9714,0.9714,0.6571,0.9714,0.9714,0.6571,0.9714,0.9714,0.6571,0.9714,0.9714,0.6571,0.9714,0.9714,0.6571,0.9714,0.9714,0.6957,0.9429,0.9429,0.7429,0.9714,0.9714,0.7143,0.9714,0.9714,0.7143,0.9714,0.9714,0.7143,0.9714,0.9714,0.7143,0.9714,0.9714,0.7429,0.9714,0.9714
smc_166,80.65,80.0,0.992,correct,0.9348,1.0,1.0,0.9348,1.0,1.0,0.9348,1.0,1.0,0.9348,1.0,1.0,0.9348,1.0,1.0,0.9348,1.0,1.0,0.8478,1.0,1.0,0.8478,1.0,1.0,0.8478,1.0,1.0,0.8478,1.0,1.0,0.8478,1.0,1.0,0.8478,1.0,1.0,0.9565,1.0,1.0
smc_167,35.9,68.0,1.8941,double,0.375,0.0,0.6047,0.3529,0.4,0.4,0.3934,0.0,0.7805,0.3922,0.4,0.4,0.3529,0.4,0.4,0.381,0.7143,0.7143,0.5333,0.7083,0.7083,0.3548,0.0,0.8049,0.44,0.4138,0.4146,0.3226,0.0,0.8537,0.36,0.4138,0.4138,0.5714,1.0,1.0,0.3226,0.0,0.7561
smc_168,34.03,61.0,1.7924,double,0.3214,0.0,0.8108,0.3214,0.0,0.8108,0.3214,0.0,0.8108,0.3214,0.0,0.8108,0.3214,0.0,0.8108,0.3784,0.9474,0.9474,0.3,0.0244,0.6098,0.2105,0.0,0.5789,0.5263,0.9474,0.9474,0.2456,0.0,0.6053,0.5263,0.9474,0.9474,0.4737,0.9474,0.9474,0.3158,0.0,0.7368
smc_169,169.97,40.0,0.2353,other,0.4412,0.0,0.1667,0.4412,0.0,0.1667,0.3361,0.0,0.0,0.4412,0.0,0.1667,0.4412,0.0,0.1667,0.7551,0.6263,0.6263,0.5616,0.1649,0.1649,0.5143,0.0,0.4375,0.4154,0.0,0.1875,0.2542,0.0,0.0,0.4154,0.0,0.1875,0.77,0.6699,0.6699,0.4296,0.0,0.2041
smc_170,73.53,73.0,0.9928,correct,0.9302,1.0,1.0,0.9302,1.0,1.0,0.9302,1.0,1.0,0.9302,1.0,1.0,0.9302,1.0,1.0,0.9302,1.0,1.0,0.8372,1.0,1.0,0.907,1.0,1.0,0.907,1.0,1.0,0.907,1.0,1.0,0.907,1.0,1.0,0.907,1.0,1.0,0.8837,1.0,1.0
smc_171,52.63,104.0,1.976,double,0.5435,0.0,0.8871,0.5435,0.0,0.8871,0.5435,0.0,0.8871,0.5435,0.0,0.8871,0.5435,0.0,0.8871,0.8197,0.9677,0.9677,0.4946,0.0,0.8254,0.5055,0.0,0.9016,0.5055,0.0,0.9016,0.5055,0.0,0.9016,0.5055,0.0,0.9016,0.7667,1.0,1.0,0.5217,0.0,0.871
smc_172,76.92,76.0,0.988,correct,0.3095,0.3409,0.3409,0.3095,0.3409,0.3409,0.4651,0.5682,0.5682,0.3095,0.3409,0.3409,0.3095,0.3409,0.3409,0.4651,0.5682,0.5682,0.5,0.1806,0.1806,0.325,0.25,0.25,0.3457,0.3182,0.3182,0.3111,0.3913,0.3913,0.3704,0.3182,0.3182,0.3516,0.4255,0.4255,0.3953,0.5,0.5
smc_173,40.98,81.0,1.9764,double,0.5833,0.0,0.9583,0.5833,0.0,0.9583,0.5833,0.0,0.9583,0.5833,0.0,0.9583,0.5833,0.0,0.9583,0.875,1.0,1.0,0.5946,0.0,0.92,0.5833,0.0,0.9792,0.5833,0.0,0.9792,0.5833,0.0,0.9792,0.5833,0.0,0.9792,0.0,0.0,0.9583,0.5,0.0,0.9792
smc_174,81.69,98.0,1.1997,other,0.297,0.2545,0.2545,0.297,0.2545,0.2545,0.297,0.2545,0.2545,0.297,0.2545,0.2545,0.297,0.2545,0.2545,0.34,0.3148,0.3148,0.28,0.1852,0.1852,0.1978,0.2826,0.2826,0.2198,0.2826,0.2826,0.2245,0.2115,0.2115,0.1978,0.2826,0.2826,0.1978,0.2826,0.2826,0.3077,0.2826,0.2826
smc_175,35.64,46.0,1.2906,other,0.1739,0.0,0.3143,0.25,0.5556,0.5556,0.2105,0.2,0.2,0.25,0.5556,0.5556,0.25,0.5556,0.5556,0.25,0.5556,0.5556,0.2381,0.3333,0.3333,0.2182,0.0,0.4865,0.2182,0.0,0.4865,0.087,0.0357,0.1714,0.2182,0.0,0.4865,0.2632,0.45,0.45,0.1695,0.0,0.3659
